Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_UW_Normal,Tot_MUW,Tot_SUW,Tot_Wasting_Normal,Tot_Wasting_MAM,Tot_Wasting_SAM,Tot_Stunting_Normal,Tot_Stunting_MAM,Tot_Stunting_SAM
2025,8,NAGARKURNOOL,NAGARKURNOOL,peddamudnoor,1417038,Deshitikyala,52,6,1,56,2,1,50,7,2
2025,8,JANGAON,STN.GHANPUR,ZAFFERGADH,2104140,Zaffargahd-1,13,0,1,13,0,1,14,0,0
2025,8,WARANGAL,WARANGAL(U),Karimabad,2114149,Kashikunta -4,73,6,0,78,1,0,66,10,3
2025,8,NAGARKURNOOL,NAGARKURNOOL,Ithole,1404120,Sirsawada - I,71,1,2,73,1,0,61,10,3
2025,8,WARANGAL,WARDHANNAPETA,Perikedu,2115286,MUKTHA THANDA,6,0,0,5,1,0,6,0,0
2025,8,WARANGAL,WARANGAL(U),Laxminagar,2114135,Laxmi Nagar -2,50,5,0,54,1,0,38,11,6
2025,8,NAGARKURNOOL,NAGARKURNOOL,Gummakonda,1404169,Putnala thanda,5,0,1,5,1,0,4,2,0
2025,8,NAGARKURNOOL,NAGARKURNOOL,Manganoor,1404020,Lattupally - II,39,8,0,46,1,0,38,9,0
2025,8,NAGARKURNOOL,NAGARKURNOOL,Gummakonda,1404069,Koduparthy - I ,76,4,0,76,4,0,79,1,0
2025,8,WARANGAL,WARANGAL(U),Kothawada,2116072,Yellam Bazar,72,2,0,74,0,0,69,5,0
2025,8,VIKARABAD,PARGI,Godugonpally,1508214,GanjiPally ,44,3,0,45,2,0,39,6,2
2025,8,VIKARABAD,PARGI,Godugonpally,1508216,Badem Pally Tanda ,21,1,0,22,0,0,21,1,0
2025,8,VIKARABAD,VIKARABAD,Nawabpet,1511207,Pulmamidi III,39,10,2,46,5,0,20,17,14
2025,8,VIKARABAD,PARGI,Godugonpally,1508065,Shivareddypally,56,1,0,56,1,0,57,0,0
2025,8,VIKARABAD,VIKARABAD,Dharur,1511088,L N Tanda,6,0,0,5,1,0,5,1,0
2025,8,MAHABUBABAD ,DORNAKAL,Garla,2211057,Puttakotabazar,19,5,0,23,1,0,19,5,0
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Veernapalli,2016206,Shanthinagar,25,1,0,25,1,0,25,1,0
2025,8,BHADRADRI-KOTHAGUDEM,ASWARAOPET (T),Gummadavalli,2201046,Kudumulapadu,24,6,2,25,6,1,31,1,0
2025,8,HANMAKONDA,BHEEMADEVARA PALLY,Kothakonda,2001030,Mallaram-2,30,8,2,37,2,1,31,6,3
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Baddamyellareddynagar,2014036,NEHRUNAGAR - 2,43,1,0,43,0,1,38,6,0
2025,8,SIDDIPET,CHERIAL,Cherial,2101004,Cheiral - IV,50,9,0,59,0,0,52,6,1
2025,8,SIDDIPET,CHERIAL,Cherial,2101023,Chuchannakota - II,35,4,2,40,1,0,30,7,4
2025,8,SIDDIPET,CHERIAL,Maddur,2101074,Arjunapatla -2,25,5,0,29,1,0,23,5,2
2025,8,SIDDIPET,CHERIAL,Maddur,2101104,Narasaiapally - II,52,1,1,51,3,0,52,1,1
2025,8,WARANGAL,NARSAMPET,DUGGONDI,2112185,Swamyraopalli,38,1,0,37,2,0,37,1,1
2025,8,WARANGAL,NARSAMPET,DHABEERPETA,2105118,Ashoknagar -I,35,8,2,41,4,0,35,3,7
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Gudem,2014185,TERLAMADDI-1,62,2,0,63,1,0,54,9,1
2025,8,WARANGAL,NARSAMPET,THOGARRAI,2112285,Venkatapuram SC Colony,23,5,2,29,0,1,5,9,16
2025,8,KAMAREDDY,KAMAREDDY,RAMAREDDY,1806095,Kannapoor Thanda,62,22,6,88,2,0,62,23,5
2025,8,KAMAREDDY,KAMAREDDY,RAMAREDDY,1806102,Gidda-1,40,12,3,55,0,0,25,20,10
2025,8,KAMAREDDY,KAMAREDDY,RAMAREDDY,1806109,Ramareddy-6,46,4,1,51,0,0,30,14,7
2025,8,WARANGAL,WARDHANNAPETA,Muripirala,2115057,Muripirala-I,23,1,0,23,1,0,19,5,0
2025,8,SANGAREDDY,PATANCHERU,Bollaram,1705251,Bollaram-II,222,3,1,221,5,0,210,12,4
2025,8,SANGAREDDY,PATANCHERU,Bollaram,1705258,Allinagar,54,5,3,59,3,0,25,23,14
2025,8,MULUGU,TADVAI,TADVAI,2103025,Kondaparthy-1,13,4,0,16,1,0,14,3,0
2025,8,MULUGU,TADVAI,TADVAI,2103039,Bhupathipur-1,21,16,2,33,5,1,18,14,7
2025,8,NIRMAL,MUDHOLE,MUDHOLE,1911004,Mudhole iV,58,1,0,59,0,0,42,17,0
2025,8,BHADRADRI-KOTHAGUDEM,DAMMAPETA,Nagupally,2216094,Nagupalli (Kotturu),32,2,0,30,4,0,33,1,0
2025,8,MANCHERIAL,LUXETTIPET,Dandepalle,1909018,Chilukaguda,9,2,0,10,1,0,10,1,0
2025,8,MANCHERIAL,LUXETTIPET,Dandepalle,1909025,Mukasiguda,12,3,2,16,1,0,11,4,2
2025,8,MANCHERIAL,LUXETTIPET,Dandepalle,1909032,Muthyampet,43,1,0,42,2,0,43,1,0
2025,8,NIZAMABAD,NIZAMABAD (U),Mallaram,1809060,Gandhinagar Tanda,50,1,0,49,2,0,50,1,0
2025,8,NIZAMABAD,NIZAMABAD (U),Mallaram,1809253,Khanapoor-1,73,1,2,72,4,0,74,0,2
2025,8,SANGAREDDY,ZAHEERABAD,Mogudampal,1711067,Lethabamidi T,32,3,2,33,3,1,30,4,3
2025,8,SANGAREDDY,ZAHEERABAD,Jharasanga,1711160,Cheelapally - I,35,2,0,37,0,0,4,8,25
2025,8,PEDDAPALLI,RAMAGUNDAM (U),Anthargam,2012048,ANTHARGAON (V),40,4,2,46,0,0,31,11,4
2025,8,JOGULAMBA-GADWAL,MANOPADU,Undavelli,1416042,Undhavally-II,40,16,4,59,1,0,12,14,34
2025,8,JOGULAMBA-GADWAL,MANOPADU,Undavelli,1416199,Kalugotla-2,36,12,3,49,2,0,19,7,25
2025,8,HYDERABAD,KHAIRATABAD,Khairatabad,1601014,Brahmanwadi IV,134,2,0,136,0,0,124,12,0
2025,8,HYDERABAD,KHAIRATABAD,Khairatabad,1601150,Nehru Nagar,92,0,1,85,3,5,93,0,0
2025,8,NARAYANPET,MADDUR,gundumal,1411153,Voddikindi Tanda,12,1,0,12,1,0,9,4,0
2025,8,YADADRI-BHUVANGIRI,ALAIR (R),Thurkapall,2301057,Veere Reddy pally-1,23,5,4,30,2,0,18,10,4
2025,8,NALGONDA,NAKREKAL,Pamanagundla,2311128,Pamanagundla -II,42,0,0,40,1,1,32,10,0
2025,8,JOGULAMBA-GADWAL,GADWAL(U),jammichedu,1406107,Lathipuram,54,15,2,64,6,1,33,31,7
2025,8,JOGULAMBA-GADWAL,GADWAL(U),jammichedu,1406112,JAMMICHEDU-I,54,22,2,73,5,0,46,26,6
2025,8,NALGONDA,ANUMULA,Nidamanoor,2314195,Venigandla,31,2,1,32,2,0,33,1,0
2025,8,YADADRI-BHUVANGIRI,ALAIR (R),Yadagirigu,2301125,Pathagundla pally-2,97,5,0,98,2,2,94,7,1
2025,8,RANGAREDDY,AMANGAL,Chukkapoor,1402227,Sangaipally thanda,13,0,0,13,0,0,10,3,0
2025,8,MAHABUBNAGAR,DEVERAKADRA,Amisthapur,1407184,AMISTHAPUR-6,25,13,7,39,3,3,17,11,17
2025,8,MEDCHAL - MALKAJIGIRI,ALWAL,Ghatkesar,1503171,Pothurajuguda,25,1,0,26,0,0,25,1,0
2025,8,JOGULAMBA-GADWAL,GADWAL(U),Ramnagar,1406073,Ahmed Nagar,42,5,2,48,1,0,39,7,3
2025,8,VIKARABAD,KODANGAL,Balampet,1409179,WALKI TANDA,23,1,0,23,1,0,24,0,0
2025,8,JANGAON,JANGAON,Nawabpet,2107193,Nelluttla(B C ),27,9,0,35,1,0,27,8,1
2025,8,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401100,Vonkeswaram-I,27,5,0,31,1,0,23,9,0
2025,8,MAHABUBABAD ,DORNAKAL,Gopalapuram,2211374,Dubbathanda,11,1,2,13,1,0,11,1,2
2025,8,MAHABUBABAD ,DORNAKAL,Gopalapuram,2211376,Angoththanda,8,0,0,8,0,0,8,0,0
2025,8,SIDDIPET,CHERIAL,Kondapaka,1710183,RAMPALLY,28,5,0,31,2,0,29,4,0
2025,8,PEDDAPALLI,MANTHANI,MUTTARAM,2010022,MUTHARAM- 1,39,1,0,39,1,0,40,0,0
2025,8,PEDDAPALLI,MANTHANI,MUTTARAM,2010024,MUTHARAM- 3,38,1,0,38,1,0,38,0,1
2025,8,PEDDAPALLI,MANTHANI,MUTTARAM,2010124,POTHARAM-2,54,5,0,58,1,0,43,11,5
2025,8,PEDDAPALLI,MANTHANI,MUTTARAM,2010173,LAKKARAM 2,23,2,0,23,2,0,24,1,0
2025,8,HANMAKONDA,BHEEMADEVARA PALLY,Ambala,2004155,Marripally,25,3,0,27,1,0,21,7,0
2025,8,NIZAMABAD,ARMOOR,Mendora,1801218,Elkatur-2,37,2,0,38,1,0,31,8,0
2025,8,NIZAMABAD,ARMOOR,Jakranpally,1801284,Padkal-4,60,1,1,61,1,0,34,19,9
2025,8,KAMAREDDY,BANSWADA,Rampoor,1802118,Bollakpally,35,10,0,44,1,0,26,16,3
2025,8,KAMAREDDY,BANSWADA,Rampoor,1802154,Komatichervu - T,44,0,1,43,2,0,42,3,0
2025,8,KAMAREDDY,BANSWADA,Birkur,1802120,Mallapoor,22,0,1,22,1,0,21,1,1
2025,8,MAHABUBABAD ,DORNAKAL,Gollacharla,2118069,Chatharu Thanda,34,4,0,31,7,0,37,1,0
2025,8,NALGONDA,NALGONDA ,PAJJUR  SECTOR,2312169,Thanedarpally,35,4,0,39,0,0,34,5,0
2025,8,NALGONDA,NALGONDA ,RAMULABANDA  SECTOR,2312033,Appajipeta-III,38,2,0,40,0,0,30,4,6
2025,8,NALGONDA,NALGONDA ,CHERLAPALLY SECTOR,2313003,Yatakannareddy colony,60,4,0,48,16,0,62,2,0
2025,8,NALGONDA,NALGONDA ,CHERLAPALLY SECTOR,2313005,Kameshwarrao colony,51,4,0,54,1,0,43,10,2
2025,8,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,132 Jeedimetla,1512157,Qutbullapur-V,201,2,1,202,1,1,171,32,1
2025,8,MEDAK,NARSAPUR,Faizabad,1705187,Bandapothagal,81,6,3,87,3,0,76,11,3
2025,8,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,128  Chintal,1512042,Vivekananda Nagar - I,86,12,1,96,3,0,73,19,7
2025,8,NAGARKURNOOL,KOLLAPUR,Kodair,1410264,Veddewada,17,1,0,18,0,0,16,1,1
2025,8,JANGAON,KODAKANDLA,Chinnamadur,2108142,Choudur-I,25,1,1,26,1,0,26,0,1
2025,8,HANMAKONDA,PARKAL,Parkal,2113005,Srinivasa Colony,72,6,0,74,4,0,69,8,1
2025,8,HANMAKONDA,PARKAL,Parkal,2113188,Dogbangalow,61,2,0,63,0,0,56,3,4
2025,8,JANGAON,KODAKANDLA,Chinnamadur,2108176,Sitharampuram-III,19,0,0,19,0,0,17,2,0
2025,8,NARAYANPET,MAKTHAL,Madwar,1414225,P.C Kunta-1,52,6,1,57,0,2,32,15,12
2025,8,YADADRI-BHUVANGIRI,RAMANNAPET (R),Velvarthy,2315225,vemulakondagutta,8,1,0,8,1,0,8,1,0
2025,8,YADADRI-BHUVANGIRI,RAMANNAPET (R),Velvarthy,2309094,Duppelly-1,23,1,1,24,1,0,20,4,1
2025,8,YADADRI-BHUVANGIRI,RAMANNAPET (R),Velvarthy,2315076,M Thurkapally - 2,27,6,0,33,0,0,25,8,0
2025,8,YADADRI-BHUVANGIRI,RAMANNAPET (R),Velvarthy,2315110,Jangareddy Pally,14,6,0,18,2,0,18,2,0
2025,8,YADADRI-BHUVANGIRI,RAMANNAPET (R),Koyyalagudem,2315178,Yellagiri,37,1,0,36,2,0,37,1,0
2025,8,KAMAREDDY,DOMAKONDA,Rajampet,1805080,Arepally-1,31,7,1,36,3,0,23,12,4
2025,8,NALGONDA,MIRYALAGUDA (U),N.S.P. CAMP,2308056,Hanumanpeta-I,54,11,4,60,8,1,57,10,2
2025,8,NALGONDA,MIRYALAGUDA (U),SEETHARAMPURAM,2308090,Bangarigadda-1 -4,43,11,0,53,1,0,45,9,0
2025,8,HANMAKONDA,PARKAL,Rayaparthi,2113039,Varikole - IV,19,3,1,22,1,0,15,6,2
2025,8,NARAYANPET,NARAYANPET,Peddajetram,1414175,Nidugurthy II,68,16,2,82,4,0,74,10,2
2025,8,RANGAREDDY,SHADNAGAR,CH Ghanapur,1418236,Veerannapet II,79,8,1,83,4,1,66,15,7
2025,8,NARAYANPET,NARAYANPET,Kondapoor,1414241,Ramkistapally-2,39,4,0,43,0,0,42,1,0
2025,8,RANGAREDDY,SHADNAGAR,Chinchode,1418270,Mansing thanda,27,10,10,38,8,1,29,11,7
2025,8,NARAYANPET,NARAYANPET,Kondapoor,1414290,Dudug thanda,20,3,2,23,2,0,18,4,3
2025,8,NALGONDA,NALGONDA ,GOLLAGUDA SECTOR,2313105,Boivada 2,39,7,0,45,1,0,37,7,2
2025,8,RANGAREDDY,SHADNAGAR,Keshampet,1418149,Kondareddypalli II,78,5,0,82,1,0,71,10,2
2025,8,NALGONDA,NALGONDA ,KANGAL  SECTOR,2312067,Kangal-I,44,1,1,45,1,0,41,5,0
2025,8,NALGONDA,NALGONDA ,KANGAL  SECTOR,2312069,Kangal-III,42,4,1,46,1,0,32,10,5
2025,8,RANGAREDDY,SHADNAGAR,Nandigam,1418100,Thallaguda,49,3,0,51,1,0,41,4,7
2025,8,RANGAREDDY,SHADNAGAR,Nandigam,1418134,Appareddyguda,69,10,0,74,4,1,63,12,4
2025,8,RANGAREDDY,SHADNAGAR,Nandigam,1418136,Chandrainguda,59,1,0,53,6,1,57,3,0
2025,8,RANGAREDDY,SHADNAGAR,Veljerla,1418019,Buchiguda,34,4,0,36,2,0,32,5,1
2025,8,RANGAREDDY,SHADNAGAR,Veljerla,1418034,Lingareddyguda II,73,10,2,80,4,1,74,10,1
2025,8,RANGAREDDY,SHADNAGAR,Veljerla,1418283,Jeedigattu thanda,14,2,1,16,1,0,13,1,3
2025,8,JANGAON,JANGAON,Jangaon (U),2107007,Gundlagadda,69,2,0,69,2,0,71,0,0
2025,8,YADADRI-BHUVANGIRI,ALAIR (R),Madhapoor,2301088,Chinnalaxma puram-1,25,2,0,25,1,1,25,2,0
2025,8,HYDERABAD,CHARMINAR,Yakutpura,1603074,Nagabowli,100,6,1,107,0,0,82,11,14
2025,8,ADILABAD,JAINAD,Talamadugu,1901099,Khodad-II,13,4,0,17,0,0,5,8,4
2025,8,HYDERABAD,SECUNDERABAD,THIRUMALAGIRI,1602148,Mudfort colony,107,22,4,119,14,0,112,14,7
2025,8,KARIMNAGAR,KARIMNAGAR (R ),Ganneruvaram,2006187,Genneruvaram 1,44,8,1,52,1,0,43,9,1
2025,8,SIDDIPET,GAJWEL,Jagadevpoo,1702087,Gollapally-I,28,7,2,36,1,0,27,9,1
2025,8,SIDDIPET,GAJWEL,Jagadevpoo,1702173,Kothapeta,42,1,2,42,2,1,40,3,2
2025,8,SIDDIPET,GAJWEL,Jagadevpoo,1702287,Jagdevpoor-III,73,14,0,86,1,0,74,11,2
2025,8,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,Erragadda,1601062,CP shivaji Nagar  Ward No:8-4,98,5,1,103,1,0,99,2,3
2025,8,JOGULAMBA-GADWAL,MANOPADU,Jallapur,1416022,Jallapur-I,74,14,2,83,7,0,72,15,3
2025,8,JOGULAMBA-GADWAL,MANOPADU,Jallapur,1416036,Pedda Pothulapdu,50,5,1,47,7,2,35,16,5
2025,8,SURYAPET,TUNGATURTI,Thungathurthy,2318044,Kothagudem -2,26,7,0,32,1,0,25,3,5
2025,8,SURYAPET,TUNGATURTI,Thirumalagiri,2318125,Thirumalagiri6,22,2,0,23,1,0,18,6,0
2025,8,NARAYANPET,MADDUR,DAMARGIDDA,1411155,Damaragidda II,70,5,0,74,1,0,70,5,0
2025,8,JOGULAMBA-GADWAL,MANOPADU,Rajoli,1416236,Mundladenne II,26,0,0,24,2,0,13,9,4
2025,8,NARAYANPET,MADDUR,kosgi,1411092,Kosgi XVI,49,4,0,51,2,0,53,0,0
2025,8,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,127 RangaReddy Nagar,1512185,Gurumurthy Nagar III,115,4,2,118,2,1,106,13,2
2025,8,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,127 RangaReddy Nagar,1512099,Venkatramreddy Nagar-II,89,4,0,92,1,0,89,4,0
2025,8,HYDERABAD,SECUNDERABAD,METTUGUDA,1602015,C.B.N Nager-I,105,27,5,136,1,0,92,32,13
2025,8,HYDERABAD,SECUNDERABAD,METTUGUDA,1602029,M.G.Nager-I,58,2,3,59,3,1,60,1,2
2025,8,HANMAKONDA,BHEEMADEVARA PALLY,Bheemaram,2106224,Annasager-II,45,1,0,43,3,0,46,0,0
2025,8,MEDAK,ALLADURG,Regode,1703238,R Itikyala -1,28,1,1,29,1,0,20,9,1
2025,8,MEDAK,ALLADURG,Regode,1703345,kattekommu Thanda,10,1,0,11,0,0,0,7,4
2025,8,JAYASHANKAR-BHUPALAPALLI,BHUPALPALLI,CHITYALA,2102012,Thirumalapur-II,17,3,1,17,4,0,19,2,0
2025,8,JAYASHANKAR-BHUPALAPALLI,BHUPALPALLI,CHITYALA,2102023,Challagariga-IV,29,2,0,29,2,0,30,1,0
2025,8,JAYASHANKAR-BHUPALAPALLI,BHUPALPALLI,Ghanpur,2111197,Baswarajpalli thanda,14,7,0,20,1,0,14,7,0
2025,8,KAMAREDDY,BANSWADA,Banswada,1802017,Borlam Camp,50,12,2,59,5,0,46,16,2
2025,8,RAJANNA-SIRICILLA,SIRICILLA,Mustabad,2014172,MUSTHABAD-1,72,9,2,80,3,0,66,14,3
2025,8,YADADRI-BHUVANGIRI,RAMANNAPET (R),Puttapaka,2310123,Kadilabaithanda,38,1,0,36,3,0,38,0,1
2025,8,NALGONDA,MIRYALAGUDA (U),CHILLAPURAM,2307040,Sameganithanda,23,0,1,23,1,0,23,1,0
2025,8,NALGONDA,MIRYALAGUDA (U),SEETHARAMPURAM,2308094,Rajiv Nagar-3,43,3,1,43,4,0,41,5,1
2025,8,VIKARABAD,TANDUR,Peddemul,1510056,THIMSANPALLY,25,1,0,21,1,4,24,0,2
2025,8,VIKARABAD,TANDUR,Peddemul,1510067,GAJIPUR I,58,9,1,63,4,1,57,11,0
2025,8,KAMAREDDY,DOMAKONDA,Kondapoor,1806161,Kondapur-2,47,9,1,57,0,0,44,9,4
2025,8,KAMAREDDY,DOMAKONDA,Kondapoor,1806229,Sher Shankar Thanda,20,1,0,20,1,0,17,3,1
2025,8,KAMAREDDY,DOMAKONDA,Bhiknur,1805050,Bhiknoor-7,34,4,1,37,2,0,33,5,1
2025,8,NARAYANPET,MAKTHAL,Jaklair,1414067,Jaklair III,50,6,1,55,2,0,47,8,2
2025,8,NARAYANPET,MAKTHAL,Jaklair,1414271,Ramasamudram,26,3,1,30,0,0,13,8,9
2025,8,SANGAREDDY,ZAHEERABAD,Machunur,1711167,Yelgoi-II,109,4,0,112,1,0,108,5,0
2025,8,SANGAREDDY,ZAHEERABAD,Machunur,1711174,Yedakulapally,105,2,0,105,1,1,105,2,0
2025,8,PEDDAPALLI,RAMAGUNDAM (U),Ramagundam,2013020,Ramaiahpalli-2,39,3,1,41,1,1,37,3,3
2025,8,MANCHERIAL,LUXETTIPET,JANNARAM,1908332,Parampally-II,17,4,1,20,1,1,15,7,0
2025,8,MANCHERIAL,LUXETTIPET,JANNARAM,1908139,Jannaram-II,36,9,1,42,3,1,31,13,2
2025,8,NIRMAL,MUDHOLE,DARMORA,1911183,Kankapur I,46,7,2,51,4,0,47,6,2
2025,8,BHADRADRI-KOTHAGUDEM,DAMMAPETA,Patwarigud,2216108,Aarlapenta,44,3,0,43,4,0,47,0,0
2025,8,MAHABUBNAGAR,DEVERAKADRA,Addakula,1419167,Peddamungalched-2,24,3,0,26,1,0,19,7,1
2025,8,NALGONDA,NAKREKAL,Narketpally,2312229,Narketpally -VIII,44,11,3,57,1,0,41,14,3
2025,8,MAHABUBNAGAR,DEVERAKADRA,Musapet,1407235,POLKAMPALLY-2,44,1,0,43,1,1,45,0,0
2025,8,YADADRI-BHUVANGIRI,ALAIR (R),Mootakondur,2309071,Katepally,71,3,0,74,0,0,67,5,2
2025,8,MAHABUBNAGAR,DEVERAKADRA,Musapet,1407242,THUNKLI PUR,34,5,0,39,0,0,27,9,3
2025,8,MEDCHAL - MALKAJIGIRI,ALWAL,Ghatkesar,1503156,Marpallyguda,55,1,2,54,2,2,56,2,0
2025,8,JOGULAMBA-GADWAL,GADWAL(U),Ramnagar,1406056,18th Ward-2,8,3,0,9,2,0,6,4,1
2025,8,MEDCHAL - MALKAJIGIRI,ALWAL,Ghatkesar,1503170,Ankushapur - ii,78,1,0,78,1,0,73,6,0
2025,8,VIKARABAD,KODANGAL,Balampet,1409221,SURAIPALLY-1,20,0,1,20,1,0,10,4,7
2025,8,JOGULAMBA-GADWAL,GADWAL(U),Ramnagar,1406070,22nd Ward -III,46,8,1,54,1,0,35,17,3
2025,8,SURYAPET,CHIVEMLA,Sirikonda,2317145,Namavaram-III,55,0,1,55,1,0,55,1,0
2025,8,NARAYANPET,NARAYANPET,Kondapoor,1414292,Budamari thanda,29,1,1,31,0,0,21,7,3
2025,8,NALGONDA,NALGONDA ,KANGAL  SECTOR,2312084,Shaabdullapuram,22,0,1,20,2,1,18,5,0
2025,8,RANGAREDDY,SHADNAGAR,Nandigam,1418119,Nandigama I,104,5,1,109,1,0,92,15,3
2025,8,NARAYANPET,NARAYANPET,Agraharpet,1415011,V Ward-1,43,7,0,48,2,0,40,10,0
2025,8,NARAYANPET,NARAYANPET,Agraharpet,1415026,11th Ward-1,33,6,0,36,2,1,36,2,1
2025,8,NARAYANPET,NARAYANPET,Pulimamidi,1414190,Mogudumpur II,44,5,2,49,2,0,44,4,3
2025,8,RANGAREDDY,SHADNAGAR,Veljerla,1418036,Chilkamarri II,33,1,0,34,0,0,27,6,1
2025,8,RANGAREDDY,SHADNAGAR,Mogiligidda,1418083,Kishanagar thanda,38,3,0,38,3,0,34,7,0
2025,8,RANGAREDDY,SHADNAGAR,Mogiligidda,1418085,Hajipalli,63,0,1,63,1,0,63,0,1
2025,8,NALGONDA,NALGONDA ,PANGAL SECTOR,2313103,Ramagiri -2,41,6,0,46,1,0,42,4,1
2025,8,NALGONDA,NALGONDA ,PANGAL SECTOR,2312018,Sheshammagudem-I,29,2,1,31,1,0,19,9,4
2025,8,NALGONDA,NALGONDA ,PANGAL SECTOR,2313020,V T Temple area,51,13,3,63,4,0,37,13,17
2025,8,RANGAREDDY,SHADNAGAR,Tangellapally,1418300,Yenkirala,13,0,0,12,1,0,4,4,5
2025,8,RANGAREDDY,SHADNAGAR,Kothapet,1418185,Bhairkhanpally II,21,1,1,22,0,1,16,7,0
2025,8,NALGONDA,NALGONDA ,MANYAM CHALKA SECTOR,2313054,Anand Nagar,45,6,0,49,2,0,41,6,4
2025,8,NALGONDA,NALGONDA ,CHAITHANYAPURI  SECTOR,2313069,Abbasiya colony (Azad Nagar),86,17,0,98,5,0,71,24,8
2025,8,NARAYANPET,NARAYANPET,Dhanwada,1414192,Patha pally,145,9,1,154,1,0,142,12,1
2025,8,NARAYANPET,NARAYANPET,Dhanwada,1414205,Dhanwada-5,65,9,2,74,2,0,51,20,5
2025,8,NAGARKURNOOL,NAGARKURNOOL,Peddur,1417073,Gaddampally-III,53,1,0,51,3,0,51,2,1
2025,8,MAHABUBNAGAR,MAHBUBNAGAR (U),Hanwada,1412108,Hanwada-3,50,12,1,60,3,0,46,15,2
2025,8,KAMAREDDY,KAMAREDDY,TADWAI,1806124,Tadwai-4,25,2,1,27,0,1,23,2,3
2025,8,KAMAREDDY,KAMAREDDY,SADASIVANA,1806238,Thirmanpally-2,31,6,1,37,1,0,31,7,0
2025,8,MAHABUBNAGAR,MAHBUBNAGAR (U),Veerannapet,1413094,Veerannapet    VII,59,7,0,63,3,0,34,23,9
2025,8,KAMAREDDY,KAMAREDDY,YERRAPAHAD,1806138,Nandiwada-2,37,8,1,43,3,0,31,7,8
2025,8,MAHABUBNAGAR,MAHBUBNAGAR (U),GANDEED,1508157,MundaliTanda,13,0,0,13,0,0,11,2,0
2025,8,RANGAREDDY,MAHESHWARAM,Nedunur,1505099,Nedunur III,64,18,3,76,7,2,53,26,6
2025,8,NARAYANPET,MADDUR,maddur,1411222,Gandri Nayak tanda,10,0,1,10,1,0,2,4,5
2025,8,NARAYANPET,MADDUR,maddur,1411008,Bimpur ,64,7,0,71,0,0,55,16,0
2025,8,RANGAREDDY,MAHESHWARAM,Maheshwaram,1505013,Mansanpally,124,0,2,125,1,0,105,12,9
2025,8,JOGULAMBA-GADWAL,MANOPADU,Itikyal,1416152,Chagapuram-II,51,6,2,56,3,0,52,7,0
2025,8,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,125 Gajularamaram,1512001,Kaiser Nagar - I,219,8,2,226,3,0,197,28,4
2025,8,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,125 Gajularamaram,1512015,Shriram Nagar - I,79,18,2,91,8,0,68,25,6
2025,8,JOGULAMBA-GADWAL,MANOPADU,Waddepally,1416138,Shanthi Nagar-I,74,1,1,75,1,0,26,39,11
2025,8,JOGULAMBA-GADWAL,MANOPADU,Waddepally,1416238,Konkal III,93,8,1,98,4,0,93,9,0
2025,8,JOGULAMBA-GADWAL,MANOPADU,Alampur,1416052,Alampur-VII,62,4,1,65,2,0,59,7,1
2025,8,NARAYANPET,MADDUR,sarjakanpet,1411122,Nacharam I,50,7,0,53,4,0,41,15,1
2025,8,MEDAK,ALLADURG,Alladurg,1703316,APPAJIPALLY-2,24,3,2,28,1,0,22,5,2
2025,8,NIZAMABAD,ARMOOR,Donkeshwar,1801035,Donkeshwar -1,69,2,0,71,0,0,64,6,1
2025,8,MAHABUBABAD ,DORNAKAL,Kuravi,2118201,Modugula Gudem - I,32,1,2,32,3,0,26,6,3
2025,8,HANMAKONDA,BHEEMADEVARA PALLY,Bheemaram,2106069,Chinthagattu II,41,1,1,40,3,0,41,2,0
2025,8,MEDAK,ALLADURG,Gadipeddapur,1703314,CHILVERA-3,36,0,1,36,1,0,34,2,1
2025,8,NIRMAL,BHAINSA,Mahagaon,1911318,Chinthalabori II,38,5,1,43,1,0,11,6,27
2025,8,NALGONDA,KONDAMALLEPALLY,Gudipally,2304262,MADAMPURAM-2,30,4,0,33,0,1,21,13,0
2025,8,WARANGAL,WARDHANNAPETA,Geesugonda,2106169,Geesugonda II,26,4,0,29,1,0,22,8,0
2025,8,YADADRI-BHUVANGIRI,MOTHKUR (R),Mothkur,2309008,Mothkur-8,35,3,1,38,1,0,37,1,1
2025,8,YADADRI-BHUVANGIRI,MOTHKUR (R),Anantharam,2309127,Brahmanapally-2,20,8,1,25,4,0,21,7,1
2025,8,NALGONDA,KONDAMALLEPALLY,Palvai,2303192,Chapur-I,32,0,1,32,1,0,28,5,0
2025,8,NALGONDA,KONDAMALLEPALLY,Palvai,2303211,Brahmamgudem,13,2,0,15,0,0,11,4,0
2025,8,RANGAREDDY,HAYATHNAGAR,NTR  Nagar,1503200,Rajive Gandhi Nagar - II,154,0,1,152,3,0,153,1,1
